   0.0000000e+00   4.6506686e-04   9.8355401e-04  -2.2538469e-06
   1.0000000e+00   5.2505949e+00   3.7750610e-04  -1.3026883e-06
   2.0000000e+00   5.2500766e+00   3.8704979e-04   3.5833969e-06
   3.0000000e+00   5.2513578e+00  -2.8995478e-04   3.0399235e-06
   4.0000000e+00   5.2505402e+00   2.2477805e-04   7.1974290e-07
   5.0000000e+00   1.6801358e-04   2.0034226e-04   1.4946976e-06
   6.0000000e+00   8.1361380e-04   8.1687697e-04   6.7649713e-07
   7.0000000e+00  -2.3299477e-04   5.3689546e-04   1.6352353e-06
   8.0000000e+00   4.4555751e-04   6.6387720e-04   7.3188513e-07
   9.0000000e+00   1.2862363e-04   3.6754859e-04  -7.8228280e-07
   1.0000000e+01   6.0535825e-04  -2.0882804e-04  -1.0638705e-06
   1.1000000e+01  -7.3799478e-05  -9.2771366e-04   1.4433803e-06
   1.2000000e+01   3.8007622e-04  -5.1971328e-05   1.3752985e-06
   1.3000000e+01  -4.3460657e-04   2.0910302e-04  -2.3644704e-07
   1.4000000e+01   3.7768270e-04   3.7514344e-04  -8.5987992e-07
   1.5000000e+01   2.3797948e-04   1.8404839e-04   6.3270729e-07
   1.6000000e+01   6.8730627e-04   6.9370932e-04  -8.5865282e-07
   1.7000000e+01   2.8094364e-04  -2.3564682e-04  -1.1085007e-06
   1.8000000e+01   2.4726027e-04   8.6305212e-04  -7.6466591e-07
   1.9000000e+01   3.9855153e-04   1.5976624e-04   1.1223561e-06
   2.0000000e+01  -1.8562572e-04   2.6302299e-04   5.5752702e-07
   2.1000000e+01   6.9024409e-04   8.6768476e-04   9.0931133e-08
   2.2000000e+01  -3.4663612e-04  -4.6920735e-05  -1.0565817e-06
   2.3000000e+01   1.1901829e-03   3.7592474e-06   7.5307678e-07
   2.4000000e+01   1.7303260e-04   6.0544417e-04  -7.5984924e-07
   2.5000000e+01  -3.1090759e-04  -3.1895037e-04   4.9319391e-07
   2.6000000e+01   1.7904994e-04   1.7157860e-04   1.4243102e-06
   2.7000000e+01   3.6663375e-04   3.2912442e-04   1.5926991e-06
   2.8000000e+01  -7.1786383e-05   5.2864977e-04   8.4008817e-07
   2.9000000e+01   1.5251394e-04   3.3626803e-04  -1.1608439e-06
   3.0000000e+01  -2.0918111e-04   2.9194989e-04   7.2725403e-07
   3.1000000e+01   1.2841965e-03  -1.6756268e-05   1.9233102e-07
   3.2000000e+01   2.1700223e-04  -5.2320917e-04  -4.3396615e-07
   3.3000000e+01  -4.6787154e-04   5.8615021e-04  -8.8303208e-07
   3.4000000e+01   2.9003713e-04   3.2188428e-05   3.0852079e-07
   3.5000000e+01   9.8693751e-06   4.4598613e-04   7.4436312e-07
   3.6000000e+01   9.3475511e-04   1.7235059e-04  -2.1333553e-06
   3.7000000e+01  -8.5835499e-05   7.9183773e-04  -1.0671553e-06
   3.8000000e+01   6.3438155e-04   2.9961992e-04   1.4416966e-06
   3.9000000e+01  -5.3436000e-04   1.7092071e-04  -1.2028455e-06
   4.0000000e+01   1.4132032e-03   5.8008756e-04   1.3839720e-06
   4.1000000e+01  -1.7327210e-04   6.2553768e-05  -2.6746941e-07
   4.2000000e+01   6.8936985e-04   1.3885123e-04   7.0654146e-07
   4.3000000e+01  -5.7072652e-04   1.0846000e-04  -8.1858653e-07
   4.4000000e+01  -3.8082281e-04   4.5318986e-04   2.8698406e-07
   4.5000000e+01   2.6339195e-04  -2.8347118e-04   1.1324923e-06
   4.6000000e+01   3.9007176e-04   1.3037359e-04   2.7889793e-08
   4.7000000e+01   1.4520183e-04  -4.5008495e-04  -2.8065097e-07
   4.8000000e+01  -8.2546605e-05  -1.4168252e-04  -1.1514017e-06
   4.9000000e+01   3.6577156e-05  -5.5105429e-04   9.6922942e-07
   5.0000000e+01   4.5802404e-04   2.4198886e-04  -2.9771086e-08
   5.1000000e+01  -6.9265434e-05   6.5747411e-04  -1.2821748e-07
   5.2000000e+01  -3.5812066e-05   7.9055431e-04  -2.1977106e-07
   5.3000000e+01   1.4388388e-05   1.3249856e-04  -8.4292624e-07
   5.4000000e+01  -1.9805132e-04   1.2603999e-03   1.6604976e-06
   5.5000000e+01   3.7301406e-04  -2.5284734e-04  -8.6046803e-07
   5.6000000e+01   1.7938635e-04   5.6656642e-04  -1.3270044e-06
   5.7000000e+01  -6.8194686e-04  -3.2963892e-04   3.3851083e-07
   5.8000000e+01   4.0654144e-04   4.3067177e-04  -1.2528465e-07
   5.9000000e+01   3.2347564e-04   5.9538793e-05   8.6702161e-07
   6.0000000e+01  -2.9467779e-04   4.3201182e-04  -8.4370938e-07
   6.1000000e+01   1.1604522e-04   6.5978157e+00   3.1416031e-01
   6.2000000e+01  -1.9705547e-04   6.5980988e+00   3.1415993e-01
   6.3000000e+01   2.2285378e-04   6.5975165e+00   3.1415905e-01
   6.4000000e+01   1.2875695e-04   6.5976038e+00   3.1415932e-01
   6.5000000e+01   5.8042512e-04   6.5982054e+00   3.1415974e-01
   6.6000000e+01   1.6611466e-04   5.0007614e-04   1.8822726e-07
   6.7000000e+01  -1.6190702e-04   6.2968873e-04   3.1206192e-07
   6.8000000e+01   3.0406998e-04   4.5609853e-04   2.6640632e-07
   6.9000000e+01  -1.2659431e-04   1.8506493e-04  -1.4105463e-07
   7.0000000e+01   3.7195449e-05   9.2284144e-04  -8.7072935e-07
   7.1000000e+01   5.6473980e-05  -3.4801820e-05  -1.1692123e-06
   7.2000000e+01   1.7310419e-04   1.4037191e-04   1.5350725e-06
   7.3000000e+01   1.5039010e-04  -1.7568537e-04   1.6084573e-06
   7.4000000e+01   7.4387166e-04   1.5814942e-04  -1.5011597e-06
   7.5000000e+01   7.2148873e-05   1.8762359e-04   2.8106825e-07
   7.6000000e+01   1.4553454e-04   4.2736877e-04   3.9689421e-07
   7.7000000e+01  -2.5027156e-04  -1.2918437e-04  -7.3610609e-07
   7.8000000e+01   4.6872980e-05   1.2176980e-04   1.7469041e-08
   7.9000000e+01  -9.6167094e-04   6.7194144e-05   1.2474484e-06
   8.0000000e+01  -1.7668056e-04   6.2349127e-04   3.5532100e-07
   8.1000000e+01   2.3839769e-04   3.2298087e-04  -1.5600560e-06
   8.2000000e+01   2.1618421e-04   8.9157854e-04   1.0334777e-07
   8.3000000e+01   2.6654945e-04  -4.3667645e-05  -2.5813730e-08
   8.4000000e+01   3.4293881e-04   4.2055502e-04  -3.6780874e-07
   8.5000000e+01   1.5541817e-04   1.0594764e-03  -2.2533540e-06
   8.6000000e+01   1.1417783e-03   3.8502548e-04   1.0050608e-06
   8.7000000e+01  -4.1566579e-04   1.3986174e-05  -2.7306416e-07
   8.8000000e+01   4.1908628e-04  -4.1808028e-04   4.7663433e-07
   8.9000000e+01  -2.3513888e-04   2.7647602e-04   6.5735589e-07
   9.0000000e+01   3.8082399e-04   6.8305340e-04   1.0110771e-06
   9.1000000e+01  -1.0363095e-05   3.5282246e-04  -9.3937781e-07
   9.2000000e+01  -2.7871541e-04   6.1993037e-04   5.0498491e-09
   9.3000000e+01   2.2803243e-04   6.1445091e-04   5.9958370e-07
   9.4000000e+01   3.9008047e-04   7.5010049e-04   9.3478946e-07
   9.5000000e+01   3.4590530e-04  -2.6144441e-05  -6.4655364e-07
   9.6000000e+01   7.2684075e-04  -3.9473216e-04  -1.9461937e-08
   9.7000000e+01  -5.2953887e-04   6.5819921e-04   8.6671630e-07
   9.8000000e+01   2.5046483e-04   2.2166511e-04  -2.4812839e-06
   9.9000000e+01   4.8246893e-04  -6.2697397e-04  -2.3142803e-06
   1.0000000e+02   2.8197348e-04  -1.2939239e-04   4.1649062e-07
