timestamp,latitude,longitude,altitude,speed,course,hacc
1668507442000,45.47760,9.22610,160.809,0.726,294.101,4.000
1668507443000,45.47760,9.22609,160.818,0.742,291.472,4.000
1668507444000,45.47761,9.22608,160.822,0.739,290.930,4.000
1668507445000,45.47761,9.22607,160.820,0.735,291.817,4.000
1668507446000,45.47761,9.22606,160.846,0.740,290.095,4.000
1668507447000,45.47761,9.22605,160.839,0.739,293.279,4.000
1668507448000,45.47761,9.22604,160.830,0.736,295.536,4.000
1668507449000,45.47762,9.22603,160.828,0.737,297.159,4.000
1668507450000,45.47762,9.22602,160.804,0.745,296.908,4.000
1668507451000,45.47762,9.22601,160.872,0.755,298.287,4.000
1668507452000,45.47763,9.22600,160.922,0.766,296.174,4.000
1668507453000,45.47763,9.22599,160.898,0.757,293.778,4.000
1668507454000,45.47763,9.22598,160.873,0.764,296.524,4.000
1668507455000,45.47763,9.22597,160.944,0.767,294.922,4.000
1668507456000,45.47764,9.22596,160.911,0.769,293.905,4.000
1668507457000,45.47764,9.22596,160.940,0.768,297.444,4.000
1668507458000,45.47764,9.22595,160.957,0.760,297.653,4.000
1668507459000,45.47764,9.22594,161.000,0.761,290.797,4.000
1668507460000,45.47765,9.22593,161.000,0.757,290.236,4.000
1668507461000,45.47765,9.22592,160.927,0.755,295.470,4.000
1668507462000,45.47765,9.22591,160.950,0.748,296.164,4.000
1668507463000,45.47766,9.22591,160.945,0.747,295.751,4.000
1668507464000,45.47766,9.22590,160.959,0.732,295.723,4.000
1668507465000,45.47766,9.22589,161.191,0.723,295.820,4.000
1668507466000,45.47766,9.22588,161.141,0.718,294.384,4.000
1668507467000,45.47766,9.22588,161.264,0.713,295.654,4.000
1668507468000,45.47767,9.22587,161.192,0.701,298.079,4.000
1668507469000,45.47767,9.22586,161.025,0.698,303.359,4.000
1668507470000,45.47767,9.22585,161.038,0.688,302.399,4.000
1668507471000,45.47767,9.22585,161.005,0.683,303.037,4.000
1668507472000,45.47767,9.22584,160.972,0.672,292.364,4.000
1668507473000,45.47768,9.22583,160.734,0.675,303.899,4.000
1668507474000,45.47768,9.22582,160.659,0.672,303.753,4.000
1668507475000,45.47768,9.22581,160.678,0.664,293.852,4.000
1668507476000,45.47768,9.22581,160.322,0.615,295.590,4.000
1668507477000,45.47768,9.22581,160.349,0.368,295.590,4.000
1668507478000,45.47769,9.22581,160.335,0.290,295.590,4.000
1668507479000,45.47768,9.22580,160.395,0.221,295.590,4.000
1668507480000,45.47768,9.22580,160.392,0.030,295.590,4.000
1668507481000,45.47768,9.22580,160.410,0.002,295.590,4.000
1668507482000,45.47768,9.22580,160.461,0.025,295.590,4.000
1668507483000,45.47768,9.22580,160.513,0.033,295.590,4.000
1668507484000,45.47768,9.22580,160.589,0.043,295.590,4.000
1668507485000,45.47768,9.22580,160.556,0.037,295.590,4.000
1668507486000,45.47768,9.22580,160.546,0.014,295.590,4.000
1668507487000,45.47768,9.22581,160.612,0.026,295.590,4.000
