Latitudine,Longitudine,Quota ellissoidica a terra,Epoche
45.477995330000,9.226886428333,160.991,1
45.477991898333,9.226887193333,160.988,1
45.477987156667,9.226886036667,160.993,1
45.477981958333,9.226885138333,160.997,1
45.477976768333,9.226884426667,160.951,1
45.477971271667,9.226883115000,160.956,1
45.477965563333,9.226882276667,160.947,1
45.477959631667,9.226881506667,160.946,1
45.477954291667,9.226879698333,160.943,1
45.477948780000,9.226878596667,160.966,1
45.477943478333,9.226877415000,160.946,1
45.477938611667,9.226876420000,160.972,1
45.477933508333,9.226876015000,160.928,1
45.477927671667,9.226874225000,160.911,1
45.477922223333,9.226872426667,160.950,1
45.477916056667,9.226871275000,160.918,1
45.477910405000,9.226870238333,160.931,1
45.477904533333,9.226868375000,160.921,1
45.477898178333,9.226866576667,160.939,1
45.477892006667,9.226864876667,160.958,1
45.477886066667,9.226863243333,160.961,1
45.477880598333,9.226860995000,160.951,1
45.477874703333,9.226859158333,160.930,1
45.477868695000,9.226857293333,160.935,1
45.477862625000,9.226855303333,160.925,1
45.477856685000,9.226853806667,160.941,1
45.477850973333,9.226852160000,160.919,1
45.477845526667,9.226850421667,160.956,1
45.477839916667,9.226849111667,160.941,1
45.477835026667,9.226846870000,160.938,1
45.477829343333,9.226844685000,160.936,1
45.477823651667,9.226843380000,160.932,1
45.477818633333,9.226840628333,160.886,1
45.477813566667,9.226838791667,160.899,1
45.477808111667,9.226837318333,160.938,1
45.477802941667,9.226834766667,160.918,1
45.477797505000,9.226832598333,160.905,1
45.477792183333,9.226830531667,160.900,1
45.477787400000,9.226827108333,160.889,1
45.477782091667,9.226824876667,160.886,1
45.477776715000,9.226821778333,160.860,1
45.477771395000,9.226818105000,160.857,1
45.477766013333,9.226815278333,160.852,1
45.477760568333,9.226811516667,160.841,1
45.477755308333,9.226807710000,160.856,1
45.477749481667,9.226804323333,160.855,1
45.477743638333,9.226800910000,160.848,1
45.477738276667,9.226796853333,160.839,1
45.477733216667,9.226792960000,160.853,1
45.477727533333,9.226789558333,160.858,1
45.477722065000,9.226785765000,160.844,1
45.477716625000,9.226781778333,160.840,1
45.477710998333,9.226778268333,160.860,1
45.477705585000,9.226774128333,160.840,1
45.477700013333,9.226770220000,160.835,1
45.477694341667,9.226766778333,160.848,1
45.477688831667,9.226762530000,160.839,1
45.477683363333,9.226758405000,160.837,1
45.477677790000,9.226754686667,160.831,1
45.477672993333,9.226750456667,160.812,1
45.477668626667,9.226745833333,160.806,1
45.477665076667,9.226739443333,160.807,1
45.477661606667,9.226732595000,160.803,1
45.477657871667,9.226726448333,160.798,1
45.477654765000,9.226719650000,160.790,1
45.477651568333,9.226712595000,160.795,1
45.477648128333,9.226706185000,160.784,1
45.477644796667,9.226699428333,160.780,1
45.477641563333,9.226692203333,160.781,1
45.477637995000,9.226685438333,160.771,1
45.477634828333,9.226677836667,160.761,1
45.477632828333,9.226670638333,160.741,1
45.477629988333,9.226663836667,160.715,1
45.477627096667,9.226656166667,160.697,1
45.477624505000,9.226648240000,160.692,1
45.477621783333,9.226640391667,160.684,1
45.477619411667,9.226632291667,160.678,1
45.477616923333,9.226624045000,160.653,1
45.477614226667,9.226616086667,160.631,1
45.477611921667,9.226607946667,160.637,1
45.477609820000,9.226600061667,160.630,1
45.477607293333,9.226591750000,160.627,1
45.477605098333,9.226582936667,160.611,1
45.477602543333,9.226574573333,160.612,1
45.477599903333,9.226566608333,160.604,1
45.477598310000,9.226558560000,160.588,1
45.477596455000,9.226550881667,160.586,1
45.477594281667,9.226543081667,160.578,1
45.477592390000,9.226534941667,160.576,1
45.477590581667,9.226526541667,160.564,1
45.477588945000,9.226518001667,160.567,1
45.477587601667,9.226509596667,160.571,1
45.477587066667,9.226501156667,160.550,1
45.477585928333,9.226493168333,160.537,1
45.477584768333,9.226485056667,160.565,1
45.477584013333,9.226476461667,160.526,1
45.477583148333,9.226467328333,160.521,1
45.477581866667,9.226458655000,160.502,1
45.477580855000,9.226449161667,160.496,1
45.477580080000,9.226439803333,160.484,1
45.477579610000,9.226430636667,160.473,1
45.477579135000,9.226422106667,160.479,1
45.477578701667,9.226412266667,160.463,1
45.477578290000,9.226403206667,160.464,1
45.477577910000,9.226394356667,160.462,1
45.477577088333,9.226385143333,160.442,1
45.477576830000,9.226374498333,160.427,1
45.477576311667,9.226365873333,160.441,1
45.477575720000,9.226357423333,160.416,1
45.477575470000,9.226347606667,160.430,1
45.477575330000,9.226338303333,160.430,1
45.477575291667,9.226329341667,160.411,1
45.477574898333,9.226319856667,160.406,1
45.477574145000,9.226310091667,160.402,1
45.477574441667,9.226300406667,160.398,1
45.477574623333,9.226290880000,160.388,1
45.477574371667,9.226281280000,160.382,1
45.477574505000,9.226271223333,160.355,1
45.477574795000,9.226260968333,160.343,1
45.477574980000,9.226250441667,160.347,1
45.477575835000,9.226240058333,160.322,1
45.477576268333,9.226230501667,160.319,1
45.477577528333,9.226221321667,160.309,1
45.477578516667,9.226211596667,160.291,1
45.477579075000,9.226201780000,160.280,1
45.477580376667,9.226192958333,160.270,1
45.477581793333,9.226184113333,160.256,1
45.477582866667,9.226175321667,160.264,1
45.477584171667,9.226166110000,160.257,1
45.477585971667,9.226157336667,160.264,1
45.477587265000,9.226148253333,160.257,1
45.477588588333,9.226139635000,160.273,1
45.477590591667,9.226130960000,160.261,1
45.477592295000,9.226121911667,160.242,1
45.477593498333,9.226113136667,160.247,1
45.477596006667,9.226104373333,160.212,1
45.477598358333,9.226095436667,160.218,1
45.477600843333,9.226086195000,160.222,1
45.477603246667,9.226076870000,160.207,1
45.477605458333,9.226068775000,160.212,1
45.477607571667,9.226060735000,160.187,1
45.477610083333,9.226052700000,160.196,1
45.477612795000,9.226044918333,160.196,1
45.477615418333,9.226035766667,160.176,1
45.477618335000,9.226026550000,160.171,1
45.477621491667,9.226017490000,160.172,1
45.477624803333,9.226009408333,160.162,1
45.477627818333,9.226000445000,160.164,1
45.477630270000,9.225991913333,160.174,1
45.477633370000,9.225983333333,160.156,1
45.477636136667,9.225974211667,160.154,1
45.477638855000,9.225965075000,160.157,1
45.477641641667,9.225956595000,160.131,1
45.477644236667,9.225948006667,160.143,1
45.477646850000,9.225938643333,160.133,1
45.477649751667,9.225929653333,160.114,1
45.477652523333,9.225922788333,160.109,1
45.477654626667,9.225914953333,160.095,1
45.477657281667,9.225906550000,160.089,1
45.477660086667,9.225899016667,160.096,1
45.477662580000,9.225890886667,160.082,1
45.477664846667,9.225883040000,160.091,1
45.477667181667,9.225874643333,160.084,1
45.477670170000,9.225867025000,160.079,1
45.477672493333,9.225860641667,160.085,1
45.477675246667,9.225854638333,160.068,1
45.477677268333,9.225847796667,160.064,1
45.477680158333,9.225840250000,160.075,1
45.477683000000,9.225832903333,160.086,1
45.477685416667,9.225825526667,160.068,1
45.477687801667,9.225818133333,160.066,1
45.477689935000,9.225811828333,160.085,1
45.477691595000,9.225805265000,160.073,1
45.477693516667,9.225802476667,160.092,1
45.477693726667,9.225802421667,160.085,1
45.477693708333,9.225802851667,160.086,1
45.477693741667,9.225803218333,160.082,1
45.477693590000,9.225803258333,160.078,1
45.477693638333,9.225803396667,160.084,1
45.477693543333,9.225803173333,160.046,1
45.477693808333,9.225802678333,160.005,1
45.477693885000,9.225802486667,159.999,1
45.477693593333,9.225802360000,159.984,1
45.477693626667,9.225802476667,159.983,1
45.477693678333,9.225802156667,159.981,1
45.477693638333,9.225802010000,159.992,1
45.477693690000,9.225801996667,159.992,1
45.477693741667,9.225801735000,159.984,1
45.477693771667,9.225801521667,159.980,1
45.477693835000,9.225801348333,159.982,1
45.477693883333,9.225801055000,159.982,1
45.477693901667,9.225800946667,159.987,1
45.477693933333,9.225800820000,159.987,1
